"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0x2e55b45bb81a3136d27bd09774d0871179a4c94007a95b7a8452a076a93169fb","11106195","1603372300","2020-10-22 13:11:40","0x64631b5d259ead889e8b06d12c8b74742804e5f1","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10","$9.98","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x8228d4a062f49bc9d8f4375e0ce0a15096dd8a38ee76af74e117205d4a3e8d79","11106226","1603372635","2020-10-22 13:17:15","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0x64631b5d259ead889e8b06d12c8b74742804e5f1","10","$9.98","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xa5587c01b2d395860238cff161752848c38e4e1f02129a4d17af0cfe6cf10492","11106233","1603372731","2020-10-22 13:18:51","0x64631b5d259ead889e8b06d12c8b74742804e5f1","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10","$9.98","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x639cedc0495f8ce17fdf21d65d80bffe6e1ff6d4834c5172f08865c349a91bef","11106265","1603373143","2020-10-22 13:25:43","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0x64631b5d259ead889e8b06d12c8b74742804e5f1","10","$9.98","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xeecaa471218a68af82a287536964fd9edd573e8c44894b5446fec9a2236bf253","11111533","1603442868","2020-10-23 08:47:48","0x564286362092d8e7936f0549571a803b203aaced","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","25,000","$25,009.01","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xf641cc21d92956013b9244b5547aff34dc383616c373ac20c4f8f57a47fecec3","11111750","1603446040","2020-10-23 09:40:40","0x084eee2eecfe51fca9d648ec1e0e1e5c1fbfdbeb","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","2,500","$2,499.82","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x76b949c2956b41e055b4a2889f8cb0ac695cb827998d7cfda1abbff557e6b68a","11111851","1603447329","2020-10-23 10:02:09","0xe7783f27b9c14d559e577b00a6ac4e0e605b7576","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","25,000","$25,009.01","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x357db5443c4e6092364666a751c789c3d9288285e2eb33e62ff6171672156287","11127328","1603652656","2020-10-25 19:04:16","0xd57c7b7802ebb9571e16970c90db98a7e707f915","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","25,000","$25,002.00","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x20c41f225ddb8d51d9f96c28f135fa20280935d12201839fe361323035d907e5","11130033","1603688343","2020-10-26 04:59:03","0x197f02052b9157363594d5462e5773c66b9084cf","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10","$10.00","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x6f64875d7d2c94732abf288b31922c3dc4cefd24d7734a2d35ecee55e8d35d0e","11130686","1603697442","2020-10-26 07:30:42","0xa13c2e81f524017128de7f6cb9bd6abbc5484683","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","99,990","$100,022.78","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xd1cdd0075e5feed78c3d88f42cf6a4c78811176a0f4311a0e03db6d102fe38b2","11133764","1603738265","2020-10-26 18:51:05","0xb45b74eb35790d20e5f4225b0ac49d5bb074696e","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","100,000","$100,032.78","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xbc685c5bf3e7ed97ba18ea136c07466f1a255f4b1e004027dc5c9ab6af8bbdcf","11137461","1603786875","2020-10-27 08:21:15","0x41797b5e0398af475422f6f33f2dc81d9a24ae33","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","2,500","$2,499.01","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xcdea90a8dd2eb2954f8327e90c812b10a40fcce8a5ca0c30f9fc1208f0b4fc41","11146178","1603901743","2020-10-28 16:15:43","0xa8a8441ba1b78fdd19c244c633ba96cf01b7eac4","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","15,000","$14,994.26","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x3bd50ae5d03bb6bac246561ea955c68361edec87d77e089f7994be1d99bdacdd","11196964","1604576024","2020-11-05 11:33:44","0xdfaa87ce92884fb7b5f41a60875cb46a210b2297","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","1","$1.00","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x0c2835acfd285186197e3a854387bd2b76c071a49814e9ea84cd692893d8d4f2","11196989","1604576335","2020-11-05 11:38:55","0xdfaa87ce92884fb7b5f41a60875cb46a210b2297","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","5,999","$6,013.25","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xc6d273f4bf3966ef7e15defa4f377970e43c0be859458ff8917979fd969a4499","11229915","1605012535","2020-11-10 12:48:55","0x564286362092d8e7936f0549571a803b203aaced","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","25,000","$24,927.80","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x47964317e85e19733e609f5ef425aa31076c8f532fb1dd5d7800484e20edfeed","11242357","1605178170","2020-11-12 10:49:30","0xd551234ae421e3bcba99a0da6d736074f22192ff","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10","$10.00","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x68144adc1e9122a00dec21b12faf2fc31496e6ca807da87ccc6c6e801b13fe90","11249440","1605271644","2020-11-13 12:47:24","0xd551234ae421e3bcba99a0da6d736074f22192ff","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","99,990","$100,115.51","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x5c4aa03200447e306981dee25cd8cc0b1377136a11937b49bc5c7d2f1e98fffb","11366469","1606823559","2020-12-01 11:52:39","0xe7783f27b9c14d559e577b00a6ac4e0e605b7576","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10,000","$10,013.83","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x1f58d1790b85fc4688b6f504e96f796ea4e9b1c60a9756340b19edc54777f9f6","11371619","1606893264","2020-12-02 07:14:24","0x564286362092d8e7936f0549571a803b203aaced","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","100,000","$99,909.05","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x22d89c35ae65708049b313b22990882a7c056fdfb6ed905152ed593251effa8c","11376294","1606954471","2020-12-03 00:14:31","0x1d216b8706be76f7906eb5872835ce5567fd2ef5","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","30,000","$29,977.19","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xb63dd851d19bc6a2c9e12bb973b9278b53b99c66bd468948076fc11e9490e980","11382985","1607042877","2020-12-04 00:47:57","0xb45b74eb35790d20e5f4225b0ac49d5bb074696e","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","30,000","$30,119.60","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x9bcd7baee4196fee247f14b140a99df6d2a9c4d597ee2dec349324030885535a","11400218","1607271412","2020-12-06 16:16:52","0xe016ec54349e1fdc09c86878f25760ed317a7911","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","20,000","$19,991.59","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x33bfcea2b20502360f7e791ce1cae5126493e1eac2e0c8c614eb2ff6c80aca85","11401844","1607293383","2020-12-06 22:23:03","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0x6eb7c9dff4dca63ee15a0322bea55034d8ae0478","3,744","$3,749.01","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xa03b1154ecd8c728f2308174002c842c35f2cfb7ad27249b723247015cba75bd","11413293","1607446348","2020-12-08 16:52:28","0xce10eb700e8234bb75af72648e402d907b99efc1","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","90,000","$90,001.21","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x4223a7e5677b6cdd9306fe9abd08dbaf5a77189f0f7eac034837d0436d9a7660","11419682","1607530364","2020-12-09 16:12:44","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0xb5a827f02a7146b8de03228343e4a4a34fd7929d","46,910","$46,924.56","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xea82a9c4ddfdf9f47797b757d74eebf2ead56d536f475f8699281426e83edd5c","11495918","1608543113","2020-12-21 09:31:53","0xd551234ae421e3bcba99a0da6d736074f22192ff","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","50,000","$50,101.49","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xc215b4fca98ae836d3683042f408a41a30d46df2164e6c066ae19b857f4bd92e","11501201","1608613012","2020-12-22 04:56:52","0x3d72cce679fc4eaa2e31842babf9ab01e1009331","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","25,000","$25,049.04","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xf8ef0448b53de5929e474fd677cbcd1b403d32e80e7a7b86c0c07f19b1893475","11545012","1609192306","2020-12-28 21:51:46","0xe7783f27b9c14d559e577b00a6ac4e0e605b7576","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","20,000","$20,060.31","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x524513400bcf445a642859d99b6dfe4828638023c8a3ccdd35e848ebabacacaa","11604139","1609976986","2021-01-06 23:49:46","0x8810bf9ad94c9b9ecf70b489bbed91239a1fc877","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","25,000","$25,195.79","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x21235f7eed16371c60f4dd8b1c108ecb810d0265fdc5b5b19704a149b301fa61","11608843","1610039416","2021-01-07 17:10:16","0x0087a081a9b430fd8f688c6ac5dd24421bfb060d","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10,000","$10,011.23","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x53fa82935d2b68338162c0d5b4495ce93a5f9d910f40474404f34b19ebcf8e42","11614443","1610113809","2021-01-08 13:50:09","0x6368a016e44f1797ee86623040206812e49a8d34","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","30,000","$30,041.84","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xefe43589741f65ffc5cfb0ebb6f739f5fb79b06642dc106c7236261e008f9b74","11616823","1610145363","2021-01-08 22:36:03","0x33295792a977a4e117f7dbd766e0d3aecd6cda25","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10,000","$10,025.75","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x8e3bac1f9535e921423cee7ef009c5a84721a05867c8c68914f5a2fed39af06d","11655776","1610661855","2021-01-14 22:04:15","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","100","$99.79","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x31ee8eb671081bf533c30124ff735e4587ecb6cf2f8335cccbf6abbb06587ed0","11656324","1610669327","2021-01-15 00:08:47","0x986a2fca9eda0e06fbf7839b89bfc006ee2a23dd","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","100","$100.05","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x299ff78821e9d529d2e070b5e7408a0f678f9777eb012dba1da2730694dd9d55","11656560","1610672380","2021-01-15 00:59:40","0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","49,900","$49,926.05","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xbee28f39bd2dd8ee67c5be18c6d537ff5e95fb01dcc6240b3a320ac29d23b054","11656863","1610676774","2021-01-15 02:12:54","0x1d216b8706be76f7906eb5872835ce5567fd2ef5","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","20,000","$20,034.01","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x02ed195ad16f1102f3296d93d72fbb33332b77af0b414e5a94a67f5824b5eded","11656876","1610676962","2021-01-15 02:16:02","0x986a2fca9eda0e06fbf7839b89bfc006ee2a23dd","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","49,990","$50,016.09","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x0515a4c3c9d72eb401e24bb1c3c6611361811bf01756496aeb54eeb324f48ba2","11660237","1610720928","2021-01-15 14:28:48","0x6368a016e44f1797ee86623040206812e49a8d34","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10,000","$10,017.00","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xfa04c14d771290e964c3df14b0c9d285f114e6770d2dad41e3c8d4b6e95b7a6a","11673295","1610894155","2021-01-17 14:35:55","0x6c459c0921a125898456f6a8e380397478b24680","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","15,000","$14,972.74","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x917c65361eb9423be7b87e321832ec394a202a4903862ff592d12d654cc75c3c","11674615","1610911740","2021-01-17 19:29:00","0xed5cb15e64428be6c2153d91abfac441bdebeb87","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","20,000","$19,963.65","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xa95e11d91fd3d32323455170b1d70dd4cfb2a97c84ecad207cfdc59fad8c1583","11675859","1610927902","2021-01-17 23:58:22","0x50770e3a529475509880f0da1b0b67a2e03cbfc0","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10,000","$9,977.16","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x6d6a8d6878dfea421bd1809a7ba41c07ab2f5c3f8b02848656d898fd3c0b6698","11679921","1610982030","2021-01-18 15:00:30","0xf6b6f07862a02c85628b3a9688beae07fea9c863","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","25,000","$24,989.28","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xb837be4d2ab2202badcb8abc26647bbc2290a9236601354629ee49c5548db6b0","11683546","1611030378","2021-01-19 04:26:18","0xdfaa87ce92884fb7b5f41a60875cb46a210b2297","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10,000","$9,974.58","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x534b0b2311cf4d8cfc7a703360826a3ee0d0903f36cf43987e8cdef2437b4479","11683773","1611033373","2021-01-19 05:16:13","0x173b1fb0960903dc98b0c4c9377efb5016891ec7","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","20,000","$19,888.63","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xf3f137f77ed36242f2fb8292663a2514c62c52edb5785b5fecaa0d9a47c65dc7","11697241","1611211510","2021-01-21 06:45:10","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0x613dad2f8552b8424df16ddb7e6842d15660ff25","2,981","$3,001.83","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x3f70a3edccaa41c1ca690ebb6de2f3b075f9db51c328e78b60cd494014de6338","11697834","1611219615","2021-01-21 09:00:15","0x92fde24b25e7d0dd83abea05bf925e47044d649e","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","25,000","$25,174.70","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x9cbc24ff773b0cae0854819412a9c15dc4f1c474cb4976b56e3ef0be4d57f6c4","11705215","1611317539","2021-01-22 12:12:19","0x5fd0d65c08e589b1511f4c0f9cc202b9ed458cc9","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10,000","$10,004.12","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x30fb9261b275bb9b2813b126b323b4f48e4726e81cf2d2471e8e26584d979bf6","11727020","1611606133","2021-01-25 20:22:13","0xabf2a99d712c8003bd94cb4ff393b9728bad3215","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","25,000","$25,021.14","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xb0f3a34716c91ff53fb96e1074fe5dcdd1c57272f0d3fda84ee9b5978aa41691","11729997","1611646391","2021-01-26 07:33:11","0x85b931a32a0725be14285b66f1a22178c672d69b","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","30,000","$30,096.04","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x0b826f569f04ff31802b0bd5c48021730670c011c9a5ea985305487644286239","11731116","1611661776","2021-01-26 11:49:36","0xad47f4df45dfb752b284dfe4e9ca85c01e20eaad","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","15,000","$14,998.01","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xef3d184d23d30b5eb2e556a27a2c8f6b534f2e9b7c28cf77735e538918c146d1","11735924","1611725033","2021-01-27 05:23:53","0xc2496e7fb05a8ffaa62ad2ce2aef9844dc050c06","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10,000","$10,020.75","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xe039656c7f0ca2f71ea1d4fbc41433a3c4c00200ee9ee1534990fd71f584030b","11738931","1611765130","2021-01-27 16:32:10","0xb1db3e730df1833983222130cf95139f6b563578","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","10,000","$10,005.50","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x1ac5cb06d3ed0400cc497cfe23cd99dc293e461cd47bada59f969f4ff3b74c00","11796096","1612526228","2021-02-05 11:57:08","0x7d42bf24f22ed0fb0a0473a504817ac5c44f51fb","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","40,000","$40,081.61","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xb8ecc8df8cad2c64b088fbc990b630a18d4133633665609188f1e6cb3743db30","12023816","1615554058","2021-03-12 13:00:58","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0xd5b426dfbb6c82756b5da47d6e33f2289ead8a67","13,000","$13,016.91","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0xbd7d5dabc24eb40af1b20214c86c280457dd9849dfc5fa6710facb70659ee4fd","12159633","1617360597","2021-04-02 10:49:57","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0x00cbb5f42ced86d5f24019aa10bc58355f7faa6a","63,740","$63,668.50","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x6a31947673bed79b639ea394b23bf2bc72b0183dc7987cc1fd14480cc67ec9de","12269973","1618828130","2021-04-19 10:28:50","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0xd5b426dfbb6c82756b5da47d6e33f2289ead8a67","5,000","$4,999.18","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xc56127f1599332cadec60941d4949b681752e8c401687690015e30488deb3f90","12307251","1619324627","2021-04-25 04:23:47","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0xb5d10c786b3653ddad5e5853ff0c137b410f958e","1,000","$999.59","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x243f6fbb876dc0a26b3a11ea5f81a56989ee55f5e20747146e1b03428a54e181","12340305","1619765114","2021-04-30 06:45:14","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0xbcb29df42780473147848445d498475ef4e9a037","6,000","$6,008.24","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xa3966b9b93107818976f3208492a6df7e0847855fa65a1040c7bdf3cc00b3614","12363116","1620069826","2021-05-03 19:23:46","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0xbcb29df42780473147848445d498475ef4e9a037","40,000","$40,052.79","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x2dbfea0af09672e804efa39508d9e8becddeb8bbd986a76898ff0b627b051d5c","12368768","1620144898","2021-05-04 16:14:58","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0xa94db69502920a657f8685978e62d3e3b9762adf","147,546","$146,451.78","0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48","USDC","USDC"
"0x2785ed0d17be16d78092c50af4d374b4e37515a09631c1f2a43589142a31c8e6","12425853","1620906488","2021-05-13 11:48:08","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0x00cbb5f42ced86d5f24019aa10bc58355f7faa6a","81,712.5","$81,139.09","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0xf082ddbaf3c4b1df576b979badbe32500a2aadc6a2265cc86530138f40543e00","12425860","1620906615","2021-05-13 11:50:15","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0x00cbb5f42ced86d5f24019aa10bc58355f7faa6a","69,725","$69,235.71","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
"0x2fc3fdbf4c3c72da8fbcae028c9114812b3a05f6660daf6accb7a1a326d559ed","12542638","1622471192","2021-05-31 14:26:32","0xbe25a20497bce2764659e102f8c1bdbdc4d8db5c","0x613dad2f8552b8424df16ddb7e6842d15660ff25","8,927","$8,905.13","0xdac17f958d2ee523a2206206994597c13d831ec7","Tether USD","USDT"
